Code,Name,Brand,UPC,Retail Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Product Visible,Product Availability,Product Inventoried,Stock Level,Image,Image_1,Image_2,Image_3,Image_4,Image_5
73212bl,1964 1/2 Ford Mustang Convertible Light Blue 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,985,https://www.diecastdropshipper.com/product_images/r/514/73212BL_-_661732732128__33543.jpg,,,,,
73212grn,1964 1/2 Ford Mustang Convertible Green Metallic 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,999,https://www.diecastdropshipper.com/product_images/s/635/73212grn-L222__60401.jpg,https://www.diecastdropshipper.com/product_images/h/014/mm73212grn-2__19026.jpg,https://www.diecastdropshipper.com/product_images/r/070/mm73212grn-3__32899.jpg,,,
73216bk,1959 Chevrolet Corvette Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,972,https://www.diecastdropshipper.com/product_images/s/159/mm73216bk-L__89740.jpg,,,,,
73216r,1959 Chevrolet Corvette Convertible Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,965,https://www.diecastdropshipper.com/product_images/b/592/73216R_-_661732732166__33385.jpg,,,,,
73224bk,1967 Chevrolet Corvette Convertible Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,985,https://www.diecastdropshipper.com/product_images/c/841/73224BK_-_661732732241__36315.jpg,,,,,
73225bk,1949 Mercury Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,988,https://www.diecastdropshipper.com/product_images/j/244/73225bk__65852.jpg,,,,,
73225r,1949 Mercury Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,998,https://www.diecastdropshipper.com/product_images/c/846/73225R_-_661732732258__82812.jpg,https://www.diecastdropshipper.com/product_images/w/389/mm73225r-11__77231.jpg,https://www.diecastdropshipper.com/product_images/m/145/mm73225r_-_box__36029.jpg,,,
73228grn,1957 Chevrolet Bel Air Green 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,989,https://www.diecastdropshipper.com/product_images/u/604/73228GRN_-_661732732289__79929.jpg,,,,,
73229grn,1955 Chevrolet Bel Air Green 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,5.5,11,1,available,Y,996,https://www.diecastdropshipper.com/product_images/k/293/73229GRN_-_661732732296__40349.jpg,,,,,
73229r,1955 Chevrolet Bel Air Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,989,https://www.diecastdropshipper.com/product_images/a/188/73229R_-_661732732296__06289.jpg,,,,,
73233grn,1937 Ford Pickup Truck Green and Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,997,https://www.diecastdropshipper.com/product_images/e/272/73233GRN_-_661732732333__00754__85886.jpg,https://www.diecastdropshipper.com/product_images/h/710/mm73233-1__49727.jpg,https://www.diecastdropshipper.com/product_images/k/146/mm73233-2__21311.jpg,,,
73233r,1937 Ford Pickup Truck Red and Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,995,https://www.diecastdropshipper.com/product_images/w/362/mm73233r-L__47109.jpg,https://www.diecastdropshipper.com/product_images/s/436/mm73233r-2__16290.jpg,https://www.diecastdropshipper.com/product_images/s/851/mm73233r-3__48220.jpg,,,
73234bk,1940 Ford Pickup Truck Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/k/491/73234BK-L__87827.jpg,https://www.diecastdropshipper.com/product_images/m/551/mm73234bk-2__10777.jpg,https://www.diecastdropshipper.com/product_images/c/114/mm73234bk-3__03401.jpg,,,
73234r,1940 Ford Pickup Truck Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/f/974/73234R-L__22159.jpg,https://www.diecastdropshipper.com/product_images/b/514/mmax73234r-2__51795.jpg,https://www.diecastdropshipper.com/product_images/p/564/mmax73234r-3__80556.jpg,,,
73235bk,1956 Ford F-100 Pickup Truck Black 1/24 Diecast Model by Motormax ,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,994,https://www.diecastdropshipper.com/product_images/t/952/73235BK-L1__88539.jpg,,,,,
73236bk,1955 Chevrolet 5100 Stepside Pickup Truck Black 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,990,https://www.diecastdropshipper.com/product_images/g/451/73236BK-l__01025.jpg,https://www.diecastdropshipper.com/product_images/h/123/73236BK_-_661732732364__79293__98384.jpg,https://www.diecastdropshipper.com/product_images/o/069/73236BK-BOX__04759.jpg,,,
73241bk,Volkswagen Nardo W12 Show Car Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,998,https://www.diecastdropshipper.com/product_images/p/282/73241BK_-_661732732418__32905.JPG,,,,,
73242grn,1969 Pontiac GTO Judge Green with Stripes 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,994,https://www.diecastdropshipper.com/product_images/e/620/73242GRN_-_661732732425__34655.JPG,,,,,
73242AC/OR,1969 Pontiac GTO Judge Orange with Stripes 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,992,https://www.diecastdropshipper.com/product_images/n/942/73242or-L__17316.jpg,https://www.diecastdropshipper.com/product_images/e/902/mm73242or-1__44636.jpg,https://www.diecastdropshipper.com/product_images/q/411/mm73242or-2__93370.jpg,https://www.diecastdropshipper.com/product_images/a/632/mm73242or-3__29159.jpg,,
73248grn,1955 Chevrolet Nomad Green 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,987,https://www.diecastdropshipper.com/product_images/n/906/73248GRN_-_661732732487__04706.jpg,,,,,
73248y,1955 Chevrolet Bel Air Nomad Yellow with White Top 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,972,https://www.diecastdropshipper.com/product_images/x/829/73248Y_-_661732732487__36023.jpg,,,,,
73250brn,1940 Ford Sedan Delivery Brown 1/24 Diecast Model Car by Motormax ,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,990,https://www.diecastdropshipper.com/product_images/b/859/73250BROWN_-_661732732500__45218.jpg,,,,,
73250pur,1940 Ford Sedan Delivery Purple Metallic 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,998,https://www.diecastdropshipper.com/product_images/r/505/73250PURPLE_-_661732732500__53192.JPG,,,,,
73148s,2004 Audi A4 Cabriolet Silver 1/18 Diecast Model Car by Motormax,Motormax,6.61733E+11,64.925,Yes,30 days,4,8,7,15,1,available,Y,992,https://www.diecastdropshipper.com/product_images/w/321/73148SIL_-_661732731480__91893.jpg,,,,,
73163s-bk,Porsche Carrera GT Silver with Black Interior 1/18 Diecast Model Car by Motormax,Motormax,6.61733E+11,64.925,Yes,30 days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/t/839/73163SIL_-_661732731633__28360.jpg,,,,,
73169bk,Lamborghini Murcielago Roadster Black 1/18 Diecast Model Car by Motormax,Motormax,6.61733E+11,61.7375,Yes,30 days,4,15,8,7,1,available,Y,994,https://www.diecastdropshipper.com/product_images/j/989/73169BK_-_661732731695__85092.jpg,,,,,
73169or,Lamborghini Murcielago Roadster Orange 1/18 Diecast Model Car by Motormax,Motormax,6.61733E+11,61.7375,Yes,30 days,4,15,8,7,1,available,Y,997,https://www.diecastdropshipper.com/product_images/r/117/73169OR_-_661732731695__75572.jpg,,,,,
73235blue,1956 Ford F-100 Pickup Truck Blue 1/24 Diecast Model Car by Motormax,Motormax,8.80792E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/u/938/73235BL-L__28008.jpg,,,,,
73235r,1956 Ford F-100 Pickup Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,995,https://www.diecastdropshipper.com/product_images/u/872/73235R-L__90796.jpg,,,,,
73235w,1956 Ford F-100 Pickup Truck White 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,982,https://www.diecastdropshipper.com/product_images/f/266/73235W_-_661732732357__97434.jpg,,,,,
73266r,1948 Chevrolet Aerosedan Fleetline Dark Red Metallic 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,999,https://www.diecastdropshipper.com/product_images/e/086/73266R-L__88057.jpg,https://www.diecastdropshipper.com/product_images/i/346/73266r-11__41056.jpg,https://www.diecastdropshipper.com/product_images/s/450/73266r-box__31521.jpg,,,
73267bl,1958 Chevrolet Impala Convertible Blue 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,981,https://www.diecastdropshipper.com/product_images/g/608/73267BL_-_661732732678__41684.jpg,,,,,
73267r,1958 Chevrolet Impala Convertible Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,989,https://www.diecastdropshipper.com/product_images/t/008/73267R_-_661732732678__27642.jpg,,,,,
73268crm,1950 Chevrolet Bel Air Cream 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,993,https://www.diecastdropshipper.com/product_images/l/208/73268CREAM_-_661732732685__72740.jpg,,,,,
73268grn,1950 Chevrolet Bel Air Green with Cream Top 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,994,https://www.diecastdropshipper.com/product_images/a/076/73268GRN_-_661732732685__14685.jpg,https://www.diecastdropshipper.com/product_images/r/542/mm73268grn-11__87752.jpg,https://www.diecastdropshipper.com/product_images/g/722/mm73268grn_-box__19528.jpg,,,
73270r,2005 Chevrolet Corvette C6 Coupe Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,997,https://www.diecastdropshipper.com/product_images/h/962/73270R_-_661732732708__84941__42075.jpg,https://www.diecastdropshipper.com/product_images/t/917/mm73270r-11__89856.jpg,https://www.diecastdropshipper.com/product_images/s/623/73270-box1__35082.jpg,,,
73272bk,Pagani Zonda C12 Black 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,993,https://www.diecastdropshipper.com/product_images/t/632/73272BK_-_661732732722__06399.jpg,,,,,
73272w,Pagani Zonda C12 White 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/o/707/73272W_-_661732732722__10804.jpg,https://www.diecastdropshipper.com/product_images/e/185/mm73272w-11__07367.jpg,https://www.diecastdropshipper.com/product_images/r/927/mm73272w_-_box__69681.jpg,,,
73278grn,1941 Plymouth Pickup Green 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,995,https://www.diecastdropshipper.com/product_images/c/126/73278GRN_-_661732732784__33298.jpg,,,,,
73278AC/R,1941 Plymouth Pickup Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,996,https://www.diecastdropshipper.com/product_images/n/918/73278R_-_661732732784__07618.jpg,,,,,
73297bl,Ford GT Blue 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/j/803/73297BL_-_661732732975__71535.jpg,https://www.diecastdropshipper.com/product_images/d/703/mm73297blue-11__88517.jpg,https://www.diecastdropshipper.com/product_images/a/028/mm73297blue_-box__48187.jpg,,,
73297s,Ford GT Silver 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/h/665/73297SIL_-_661732732975__88993.jpg,https://www.diecastdropshipper.com/product_images/k/849/mm73297s-11__96971.jpg,https://www.diecastdropshipper.com/product_images/g/631/mm73297s_-_box__83524.jpg,,,
73302bk,1955 Chrysler C300 Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,997,https://www.diecastdropshipper.com/product_images/q/897/73302BK_-_661732733026__60344.jpg,,,,,
73302r,1955 Chrysler C300 Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,998,https://www.diecastdropshipper.com/product_images/s/331/73302R_-_661732733026__26882.jpg,,,,,
73303bl,1970 Ford Mustang Boss 429 Blue 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,975,https://www.diecastdropshipper.com/product_images/p/954/73303BL_-_661732733033__38745.jpg,,,,,
73303y,1970 Ford Mustang Boss 429 Yellow 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,999,https://www.diecastdropshipper.com/product_images/s/276/73303Y-L2__58275.jpg,https://www.diecastdropshipper.com/product_images/h/284/73303Y_-_661732733033__36474__41895.jpg,https://www.diecastdropshipper.com/product_images/a/044/73303Y-BOX__48812.jpg,,,
73305gry,Porsche Carrera GT Gray 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,999,https://www.diecastdropshipper.com/product_images/b/196/73305s__61730.jpg,https://www.diecastdropshipper.com/product_images/r/618/mm73305s-11__23891.jpg,https://www.diecastdropshipper.com/product_images/w/111/73305s-box__46529.jpg,,,
73306bk,Mercedes Mclaren SLR Metallic Black 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,1001,https://www.diecastdropshipper.com/product_images/e/781/73306BK_-_661732733064__53323.jpg,https://www.diecastdropshipper.com/product_images/c/733/mm73306black-11__38872.jpg,https://www.diecastdropshipper.com/product_images/x/408/mm73306black_-_box__19819.jpg,,,
73312grn,1956 Ford Thunderbird Soft Top Green 1/24 Diecast Car Model by Motormax ,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,997,https://www.diecastdropshipper.com/product_images/k/045/73312GRN_-_661732733125__16090.jpg,,,,,
73315r,1969 Dodge Coronet Super Bee Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,987,https://www.diecastdropshipper.com/product_images/p/327/73315R_-_661732733156__61277.jpg,,,,,
73315y,1969 Dodge Coronet Super Bee Yellow 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,993,https://www.diecastdropshipper.com/product_images/d/140/mm73315y-l__09174.jpg,https://www.diecastdropshipper.com/product_images/u/240/mm73315y-2__68837.jpg,https://www.diecastdropshipper.com/product_images/b/703/mm73315y-3__77613.jpg,https://www.diecastdropshipper.com/product_images/l/304/mm73315y-4__56987.jpg,,
73327bl,1971 Ford Mustang Sportsroof Blue 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/i/389/73327BL-L__48249.jpg,,,,,
73327r,1971 Ford Mustang Sportsroof Red 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,999,https://www.diecastdropshipper.com/product_images/q/371/73327R_-_661732733279__10424.jpg,https://www.diecastdropshipper.com/product_images/e/694/mm73327r-3__82022.jpg,https://www.diecastdropshipper.com/product_images/b/375/mm73327r-2__78360.jpg,,,
73330w,Subaru Impreza WRX STi White 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,998,https://www.diecastdropshipper.com/product_images/w/496/73330W_-_661732733309__03602__72311.jpg,https://www.diecastdropshipper.com/product_images/v/871/mm73330w-11__86140.jpg,https://www.diecastdropshipper.com/product_images/u/426/DSC_4087__86875.jpg,,,
73331bur,1979 Chrysler Lebaron Town and Country Burgundy 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,991,https://www.diecastdropshipper.com/product_images/i/995/73331BUR_-_661732733316__73159.jpg,,,,,
73347gry,BMW M3 Coupe Gray Metallic 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,999,https://www.diecastdropshipper.com/product_images/u/628/73347gry__62656.jpg,https://www.diecastdropshipper.com/product_images/g/437/73347gry__62656_copy__29069.jpg,https://www.diecastdropshipper.com/product_images/s/144/73347gry__62656_copy_2__19669.jpg,,,
73347w,BMW M3 E92 Coupe White 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,994,https://www.diecastdropshipper.com/product_images/w/763/73347w__24121.jpg,https://www.diecastdropshipper.com/product_images/p/997/73347w_copy__57279.jpg,https://www.diecastdropshipper.com/product_images/k/967/73347-BOX__25138.jpg,,,
73354met.or,2011 Dodge Charger R/T Hemi Metallic Orange 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,997,https://www.diecastdropshipper.com/product_images/n/328/73354or__90287.JPG,https://www.diecastdropshipper.com/product_images/w/403/mm79355or-box2__78881.jpg,https://www.diecastdropshipper.com/product_images/v/693/mm73354o-boxl__94911.jpg,,,
73355crm,1966 Chevrolet C10 Fleetside Pickup Truck Cream 1/24 Diecast Model Car by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,958,https://www.diecastdropshipper.com/product_images/r/869/73355CREAM_-_661732733552__01449.jpg,,,,,
73355bl,1966 Chevrolet C10 Fleetside Pickup Truck Dark Blue 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,6,6,11,1,available,Y,995,https://www.diecastdropshipper.com/product_images/g/303/73355DKBL_-_661732733552__17269.jpg,https://www.diecastdropshipper.com/product_images/s/484/mai73355bl-2__48840.jpg,https://www.diecastdropshipper.com/product_images/j/128/mai73355bl-1__08362.jpg,,,
73356s,Mercedes SLS AMG GT3 Silver 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,994,https://www.diecastdropshipper.com/product_images/t/483/73356SIL_-_661732733569__24303.jpg,,,,,
73362mtbk,Lamborghini Gallardo LP-560-4 Matt Black 1/24 Diecast Car Model by Motormax,Motormax,6.61733E+11,37.9875,Yes,30 days,2,11,6,6,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/f/350/73362MATTBK_-_661732733620__38229.jpg,,,,,
